State,County,Total_List,Cancelled,Cancelled_,Postponed,Postponed_,TotalFallout,Total_Fallout_,Pending_OutbidNC,Pending_Sales_Results,BTS_from_total_list,BTS
,Wexford,58,3,5,49,84,52,90,0,0,10.3,6
Minnesota,,1530,452,30,416,27,868,57,,74,43.3,662
,Aitkin,5,3,60,1,20,4,80,0,0,20.0,1
,Anoka,105,31,30,25,24,56,53,,8,46.7,49
,Becker,5,3,60,1,20,4,80,0,0,20.0,1
,Beltrami,7,1,14,1,14,2,29,,1,71.4,5
,Benton,12,4,33,3,25,7,58,,3,41.7,5
,Big Stone,2,1,50,0,0,1,50,0,0,50.0,1
,Blue Earth,14,3,21,5,36,8,57,,1,42.9,6
,Brown,2,2,100,0,0,2,100,0,0,0.0,
,Carlton,13,5,38,3,23,8,62,0,0,38.5,5
,Carver,29,10,34,8,28,18,62,,2,37.9,11
,Cass,4,0,0,,0,0,,0,0,100.0,4
,Chisago,30,11,37,9,30,20,67,,1,33.3,10
,Clay,1,1,100,0,0,1,100,0,0,0.0,
,Clearwater,2,0,0,,0,0,,0,0,100.0,2
,Cook,1,0,0,,0,0,,0,0,100.0,1
,Cottonwood,2,0,0,1,50,1,50,0,0,50.0,1
,Crow Wing,31,4,13,14,45,18,58,0,0,41.9,13
,Dakota,117,31,26,37,32,68,58,,2,41.9,49
,Dodge,6,0,0,1,17,1,17,0,0,83.3,5
,Douglas,8,2,25,3,38,5,63,0,0,37.5,3
,Faribault,4,0,0,1,25,1,25,0,0,75.0,3
,Fillmore,4,2,50,1,25,3,75,0,0,25.0,1
,Freeborn,12,2,17,2,17,4,33,,2,66.7,8
,Goodhue,26,6,23,4,15,10,38,,2,61.5,16
,Grant,3,0,0,1,33,1,33,,1,66.7,2
,Hennepin,372,113,30,125,34,238,64,,9,36.0,134
,Houston,1,1,100,0,0,1,100,0,0,0.0,
,Hubbard,2,1,50,0,0,1,50,0,0,50.0,1
,Isanti,18,4,22,1,6,5,28,0,0,72.2,13
,Itasca,12,1,8,5,42,6,50,,2,50.0,6
,Jackson,1,1,100,0,0,1,100,0,0,0.0,
,Kanabec,9,3,33,4,44,7,78,,1,22.2,2
,Kandiyohi,5,3,60,1,20,4,80,0,0,20.0,1
,Koochiching,1,1,100,0,0,1,100,0,0,0.0,
,Lac Qui Parle,1,1,100,0,0,1,100,0,0,0.0,
,Lake,8,1,13,4,50,5,63,,1,37.5,3
,Le Sueur,10,5,50,1,10,6,60,0,0,40.0,4
,Lincoln,1,1,100,0,0,1,100,0,0,0.0,
,Lyon,2,2,100,0,0,2,100,0,0,0.0,
,Marshall,2,0,0,,0,0,,0,0,100.0,2
,Mcleod,6,1,17,2,33,3,50,0,0,50.0,3
,Meeker,4,1,25,1,25,2,50,0,0,50.0,2
,Mille Lacs,16,5,31,3,19,8,50,0,0,50.0,8
,Morrison,8,1,13,2,25,3,38,,1,62.5,5
,Mower,5,0,0,,0,0,,0,0,100.0,5
,Murray,2,0,0,1,50,1,50,0,0,50.0,1
,Nicollet,7,2,29,1,14,3,43,,1,57.1,4
,Nobles,11,4,36,3,27,7,64,,1,36.4,4
,Norman,1,1,100,0,0,1,100,0,0,0.0,
,Olmsted,18,8,44,6,33,14,78,0,0,22.2,4
,Otter Tail,20,6,30,4,20,10,50,,2,50.0,10
,Pennington,4,3,75,1,25,4,100,0,0,0.0,
,Pine,14,1,7,6,43,7,50,,1,50.0,7
,Pipestone,1,0,0,,0,0,,0,0,100.0,1
,Polk,5,1,20,1,20,2,40,,1,60.0,3
,Pope,2,1,50,1,50,2,100,0,0,0.0,
,Ramsey,156,40,26,51,33,91,58,,8,41.7,65
,Redwood,3,1,33,0,0,1,33,0,0,66.7,2
,Renville,1,0,0,,0,0,,0,0,100.0,1
,Rice,14,5,36,2,14,7,50,,2,50.0,7
,Rock,1,0,0,1,100,1,100,0,0,0.0,
,Roseau,6,3,50,2,33,5,83,,1,16.7,1
,Saint Louis,81,21,26,14,17,35,43,,6,56.8,46
,Scott,37,13,35,9,24,22,59,,2,40.5,15
,Sherburne,24,6,25,6,25,12,50,,1,50.0,12
,Sibley,7,4,57,1,14,5,71,,1,28.6,2
,Stearns,33,16,48,4,12,20,61,,1,39.4,13
,Steele,13,1,8,3,23,4,31,0,0,69.2,9
,Swift,2,0,0,,0,0,,0,0,100.0,2
,Todd,4,0,0,,0,0,,0,0,100.0,4
,Wadena,4,1,25,0,0,1,25,0,0,75.0,3
,Waseca,2,2,100,0,0,2,100,0,0,0.0,
,Washington,82,27,33,23,28,50,61,,6,39.0,32
,Watonwan,2,0,0,,0,0,,,1,100.0,2
,Winona,5,2,40,0,0,2,40,0,0,60.0,3
,Wright,39,15,38,6,15,21,54,,2,46.2,18
Mississippi,,1210,549,45,1,0,550,45,0,0,54.5,660
,Adams,3,2,67,0,0,2,67,0,0,33.3,1
,Alcorn,7,4,57,0,0,4,57,0,0,42.9,3
,Attala,6,4,67,0,0,4,67,0,0,33.3,2
,Benton,4,3,75,0,0,3,75,0,0,25.0,1
,Carroll,4,2,50,0,0,2,50,0,0,50.0,2
,Chickasaw,5,2,40,0,0,2,40,0,0,60.0,3
,Choctaw,2,1,50,0,0,1,50,0,0,50.0,1
,Clarke,1,0,0,,0,0,,0,0,100.0,1
,Clay,5,2,40,0,0,2,40,0,0,60.0,3
,Coahoma,7,4,57,0,0,4,57,0,0,42.9,3
,Copiah,19,11,58,0,0,11,58,0,0,42.1,8
,Covington,5,2,40,0,0,2,40,0,0,60.0,3
,Desoto,195,79,41,1,1,80,41,0,0,59.0,115
,Forrest,21,11,52,0,0,11,52,0,0,47.6,10
,Franklin,3,2,67,0,0,2,67,0,0,33.3,1
,George,3,1,33,0,0,1,33,0,0,66.7,2
,Greene,1,1,100,0,0,1,100,0,0,0.0,
,Grenada,5,1,20,0,0,1,20,0,0,80.0,4
,Hancock,26,9,35,0,0,9,35,0,0,65.4,17
,Harrison,118,48,41,0,0,48,41,0,0,59.3,70
,Hinds,189,91,48,0,0,91,48,0,0,51.9,98
,Holmes,2,2,100,0,0,2,100,0,0,0.0,
,Humphreys,1,1,100,0,0,1,100,0,0,0.0,
,Itawamba,5,0,0,,0,0,,0,0,100.0,5
,Jackson,66,25,38,0,0,25,38,0,0,62.1,41
,Jasper,1,0,0,,0,0,,0,0,100.0,1
,Jefferson,1,1,100,0,0,1,100,0,0,0.0,
,Jefferson Davis,1,0,0,,0,0,,0,0,100.0,1
,Jones,16,6,38,0,0,6,38,0,0,62.5,10
,Lafayette,7,5,71,0,0,5,71,0,0,28.6,2
,Lamar,24,6,25,0,0,6,25,0,0,75.0,18
,Lauderdale,30,12,40,0,0,12,40,0,0,60.0,18
,Lawrence,3,2,67,0,0,2,67,0,0,33.3,1
,Leake,6,4,67,0,0,4,67,0,0,33.3,2
,Lee,50,19,38,0,0,19,38,0,0,62.0,31
,Leflore,7,6,86,0,0,6,86,0,0,14.3,1
,Lincoln,7,2,29,0,0,2,29,0,0,71.4,5
,Lowndes,16,8,50,0,0,8,50,0,0,50.0,8
,Madison,54,30,56,0,0,30,56,0,0,44.4,24
,Marion,4,1,25,0,0,1,25,0,0,75.0,3
,Marshall,11,7,64,0,0,7,64,0,0,36.4,4
,Monroe,9,3,33,0,0,3,33,0,0,66.7,6
,Montgomery,4,0,0,,0,0,,0,0,100.0,4
,Neshoba,6,3,50,0,0,3,50,0,0,50.0,3
,Newton,4,0,0,,0,0,,0,0,100.0,4
,Oktibbeha,2,1,50,0,0,1,50,0,0,50.0,1
,Panola,7,3,43,0,0,3,43,0,0,57.1,4
,Pearl River,22,12,55,0,0,12,55,0,0,45.5,10
,Perry,1,0,0,,0,0,,0,0,100.0,1
,Pike,18,10,56,0,0,10,56,0,0,44.4,8
,Pontotoc,9,6,67,0,0,6,67,0,0,33.3,3
,Prentiss,5,1,20,0,0,1,20,0,0,80.0,4
,Quitman,1,0,0,,0,0,,0,0,100.0,1
,Rankin,80,44,55,0,0,44,55,0,0,45.0,36
,Scott,2,1,50,0,0,1,50,0,0,50.0,1
,Simpson,3,2,67,0,0,2,67,0,0,33.3,1
,Stone,5,1,20,0,0,1,20,0,0,80.0,4
,Sunflower,2,1,50,0,0,1,50,0,0,50.0,1
,Tallahatchie,1,0,0,,0,0,,0,0,100.0,1
,Tate,10,7,70,0,0,7,70,0,0,30.0,3
,Tishomingo,6,2,33,0,0,2,33,0,0,66.7,4
,Union,6,3,50,0,0,3,50,0,0,50.0,3
,Walthall,3,1,33,0,0,1,33,0,0,66.7,2
,Warren,35,17,49,0,0,17,49,0,0,51.4,18
,Washington,15,9,60,0,0,9,60,0,0,40.0,6
,Webster,1,0,0,,0,0,,0,0,100.0,1
,Wilkinson,2,2,100,0,0,2,100,0,0,0.0,
,Winston,4,1,25,0,0,1,25,0,0,75.0,3
,Yalobusha,3,1,33,0,0,1,33,0,0,66.7,2
,Yazoo,3,1,33,0,0,1,33,0,0,66.7,2
Missouri,,4763,1938,41,308,6,2246,47,0,0,52.8,2517
,Adair,5,0,0,1,20,1,20,0,0,80.0,4
,Andrew,12,6,50,2,17,8,67,0,0,33.3,4
,Atchison,1,0,0,,0,0,,0,0,100.0,1
,Audrain,13,5,38,1,8,6,46,0,0,53.8,7
,Barry,20,7,35,0,0,7,35,0,0,65.0,13
,Barton,6,3,50,0,0,3,50,0,0,50.0,3
,Bates,12,6,50,0,0,6,50,0,0,50.0,6
,Benton,7,2,29,0,0,2,29,0,0,71.4,5
,Bollinger,5,2,40,1,20,3,60,0,0,40.0,2
,Boone,52,21,40,1,2,22,42,0,0,57.7,30
,Buchanan,103,35,34,6,6,41,40,0,0,60.2,62
,Butler,15,6,40,1,7,7,47,0,0,53.3,8
,Caldwell,1,0,0,,0,0,,0,0,100.0,1
,Callaway,18,4,22,2,11,6,33,0,0,66.7,12
,Camden,51,18,35,5,10,23,45,0,0,54.9,28
,Cape Girardeau,29,14,48,1,3,15,52,0,0,48.3,14
,Carroll,2,0,0,1,50,1,50,0,0,50.0,1
,Carter,4,3,75,0,0,3,75,0,0,25.0,1
,Cass,108,45,42,7,6,52,48,0,0,51.9,56
,Cedar,12,5,42,1,8,6,50,0,0,50.0,6
,Christian,64,18,28,5,8,23,36,0,0,64.1,41
,Clark,1,1,100,0,0,1,100,0,0,0.0,
,Clay,229,90,39,12,5,102,45,0,0,55.5,127
,Clinton,8,2,25,1,13,3,38,0,0,62.5,5
,Cole,25,14,56,0,0,14,56,0,0,44.0,11
,Cooper,5,2,40,0,0,2,40,0,0,60.0,3
,Crawford,22,11,50,2,9,13,59,0,0,40.9,9
,Dade,8,3,38,1,13,4,50,0,0,50.0,4
,Dallas,3,0,0,,0,0,,0,0,100.0,3
,Daviess,1,1,100,0,0,1,100,0,0,0.0,
,De Kalb,1,1,100,0,0,1,100,0,0,0.0,
,Dekalb,1,0,0,,0,0,,0,0,100.0,1
,Dent,5,2,40,1,20,3,60,0,0,40.0,2
,Douglas,3,1,33,1,33,2,67,0,0,33.3,1
,Dunklin,11,2,18,2,18,4,36,0,0,63.6,7
,Franklin,53,17,32,0,0,17,32,0,0,67.9,36
,Gasconade,4,1,25,1,25,2,50,0,0,50.0,2
,Gentry,3,1,33,1,33,2,67,0,0,33.3,1
,Greene,178,68,38,9,5,77,43,0,0,56.7,101
,Grundy,2,0,0,,0,0,,0,0,100.0,2
,Harrison,2,0,0,,0,0,,0,0,100.0,2
,Henry,10,2,20,0,0,2,20,0,0,80.0,8
,Hickory,9,2,22,0,0,2,22,0,0,77.8,7
,Holt,1,0,0,,0,0,,0,0,100.0,1
,Howard,1,1,100,0,0,1,100,0,0,0.0,
,Howell,16,3,19,3,19,6,38,0,0,62.5,10
,Iron,6,2,33,0,0,2,33,0,0,66.7,4
,Jackson,748,291,39,56,7,347,46,0,0,53.6,401
,Jasper,82,31,38,4,5,35,43,0,0,57.3,47
,Jefferson,277,117,42,16,6,133,48,0,0,52.0,144
,Johnson,33,8,24,1,3,9,27,0,0,72.7,24
,Laclede,20,8,40,2,10,10,50,0,0,50.0,10
,Lafayette,27,12,44,1,4,13,48,0,0,51.9,14
,Lawrence,22,6,27,0,0,6,27,0,0,72.7,16
,Lincoln,49,18,37,3,6,21,43,0,0,57.1,28
,Linn,4,1,25,0,0,1,25,0,0,75.0,3
,Livingston,6,0,0,1,17,1,17,0,0,83.3,5
,Macon,8,1,13,1,13,2,25,0,0,75.0,6
,Madison,6,2,33,1,17,3,50,0,0,50.0,3
,Maries,1,1,100,0,0,1,100,0,0,0.0,
,Marion,13,7,54,2,15,9,69,0,0,30.8,4
,Mc Donald,2,1,50,0,0,1,50,0,0,50.0,1
,McDonald,12,7,58,1,8,8,67,0,0,33.3,4
,Miller,13,4,31,2,15,6,46,0,0,53.8,7
,Mississippi,3,2,67,0,0,2,67,0,0,33.3,1
,Moniteau,6,4,67,0,0,4,67,0,0,33.3,2
,Monroe,3,3,100,0,0,3,100,0,0,0.0,
,Montgomery,7,1,14,1,14,2,29,0,0,71.4,5
,Morgan,17,7,41,1,6,8,47,0,0,52.9,9
,New Madrid,2,0,0,,0,0,,0,0,100.0,2
,Newton,21,8,38,0,0,8,38,0,0,61.9,13
,Nodaway,18,6,33,3,17,9,50,0,0,50.0,9
,Oregon,5,2,40,0,0,2,40,0,0,60.0,3
,Osage,4,3,75,0,0,3,75,0,0,25.0,1
,Ozark,2,1,50,0,0,1,50,0,0,50.0,1
,Pemiscot,5,2,40,0,0,2,40,0,0,60.0,3
,Perry,11,5,45,0,0,5,45,0,0,54.5,6
,Pettis,23,9,39,1,4,10,43,0,0,56.5,13
,Phelps,16,7,44,2,13,9,56,0,0,43.8,7
,Pike,3,2,67,0,0,2,67,0,0,33.3,1
,Platte,63,30,48,3,5,33,52,0,0,47.6,30
,Polk,23,11,48,2,9,13,57,0,0,43.5,10
,Pulaski,26,8,31,2,8,10,38,0,0,61.5,16
,Ralls,3,2,67,0,0,2,67,0,0,33.3,1
,Randolph,13,4,31,2,15,6,46,0,0,53.8,7
,Ray,25,11,44,0,0,11,44,0,0,56.0,14
,Ripley,2,0,0,,0,0,,0,0,100.0,2
,Saint Charles,291,157,54,25,9,182,63,0,0,37.5,109
,Saint Clair,7,4,57,1,14,5,71,0,0,28.6,2
,Saint Francois,32,11,34,1,3,12,38,0,0,62.5,20
,Saint Louis,1098,477,43,71,6,548,50,0,0,50.1,550
,Saint Louis City,346,138,40,19,5,157,45,0,0,54.6,189
,Sainte Genevieve,13,3,23,0,0,3,23,0,0,76.9,10
,Saline,9,5,56,1,11,6,67,0,0,33.3,3
,Schuyler,3,2,67,0,0,2,67,0,0,33.3,1
,Scotland,1,1,100,0,0,1,100,0,0,0.0,
,Scott,18,6,33,1,6,7,39,0,0,61.1,11
,Shelby,1,0,0,,0,0,,0,0,100.0,1
,Stoddard,13,4,31,2,15,6,46,0,0,53.8,7
,Stone,20,9,45,2,10,11,55,0,0,45.0,9
,Sullivan,2,1,50,0,0,1,50,0,0,50.0,1
,Taney,46,12,26,3,7,15,33,0,0,67.4,31
,Texas,8,3,38,1,13,4,50,0,0,50.0,4
,Vernon,13,8,62,1,8,9,69,0,0,30.8,4
,Warren,16,5,31,0,0,5,31,0,0,68.8,11
,Washington,13,6,46,1,8,7,54,0,0,46.2,6
,Wayne,4,1,25,0,0,1,25,0,0,75.0,3
,Webster,29,13,45,1,3,14,48,0,0,51.7,15
,Wright,8,2,25,1,13,3,38,0,0,62.5,5
Montana,,164,81,49,16,10,97,59,0,0,40.9,67
,Beaverhead,1,0,0,,0,0,,0,0,100.0,1
,Big Horn,2,1,50,0,0,1,50,0,0,50.0,1
,Broadwater,1,0,0,,0,0,,0,0,100.0,1
,Carbon,4,1,25,0,0,1,25,0,0,75.0,3
,Cascade,18,9,50,1,6,10,56,0,0,44.4,8
,Chouteau,1,1,100,0,0,1,100,0,0,0.0,
,Custer,3,2,67,1,33,3,100,0,0,0.0,
,Dawson,1,0,0,,0,0,,0,0,100.0,1
,Deer Lodge,2,0,0,1,50,1,50,0,0,50.0,1
,Fergus,1,0,0,,0,0,,0,0,100.0,1
,Flathead,7,2,29,1,14,3,43,0,0,57.1,4
,Gallatin,8,5,63,1,13,6,75,0,0,25.0,2
,Glacier,1,0,0,,0,0,,0,0,100.0,1
,Golden Valley,1,0,0,,0,0,,0,0,100.0,1
,Hill,1,1,100,0,0,1,100,0,0,0.0,
,Lake,4,3,75,0,0,3,75,0,0,25.0,1
,Lewis And Clark,13,8,62,1,8,9,69,0,0,30.8,4
,Lincoln,6,0,0,,0,0,,0,0,100.0,6
,Madison,1,1,100,0,0,1,100,0,0,0.0,
,Mineral,1,1,100,0,0,1,100,0,0,0.0,
,Missoula,15,7,47,1,7,8,53,0,0,46.7,7
,Musselshell,2,2,100,0,0,2,100,0,0,0.0,
,Park,2,1,50,1,50,2,100,0,0,0.0,
,Pondera,1,0,0,,0,0,,0,0,100.0,1
,Ravalli,9,8,89,0,0,8,89,0,0,11.1,1
,Richland,2,1,50,1,50,2,100,0,0,0.0,
,Roosevelt,2,0,0,1,50,1,50,0,0,50.0,1
,Rosebud,1,0,0,,0,0,,0,0,100.0,1
,Silver Bow,7,2,29,1,14,3,43,0,0,57.1,4
,Sweet Grass,1,0,0,,0,0,,0,0,100.0,1
,Teton,1,0,0,,0,0,,0,0,100.0,1
,Toole,3,2,67,0,0,2,67,0,0,33.3,1
,Valley,1,1,100,0,0,1,100,0,0,0.0,
,Yellowstone,40,22,55,5,13,27,68,0,0,32.5,13
Nebraska,,579,223,39,71,12,294,51,0,0,49.2,285
,Adams,18,10,56,1,6,11,61,0,0,38.9,7
,Boone,1,0,0,,0,0,,0,0,100.0,1
,Box Butte,1,0,0,,0,0,,0,0,100.0,1
,Buffalo,4,2,50,0,0,2,50,0,0,50.0,2
,Burt,2,0,0,,0,0,,0,0,100.0,2
,Butler,3,1,33,2,67,3,100,0,0,0.0,
,Cass,8,3,38,1,13,4,50,0,0,50.0,4
,Cedar,1,1,100,0,0,1,100,0,0,0.0,
,Cheyenne,1,1,100,0,0,1,100,0,0,0.0,
,Clay,1,0,0,,0,0,,0,0,100.0,1
,Cuming,7,3,43,2,29,5,71,0,0,28.6,2
,Custer,1,1,100,0,0,1,100,0,0,0.0,
,Dawes,1,1,100,0,0,1,100,0,0,0.0,
,Dixon,1,1,100,0,0,1,100,0,0,0.0,
,Dodge,6,0,0,2,33,2,33,0,0,66.7,4
,Douglas,245,96,39,30,12,126,51,0,0,48.6,119
,Gage,3,2,67,0,0,2,67,0,0,33.3,1
,Greeley,1,0,0,,0,0,,0,0,100.0,1
,Hall,11,5,45,2,18,7,64,0,0,36.4,4
,Hamilton,2,0,0,,0,0,,0,0,100.0,2
,Howard,1,1,100,0,0,1,100,0,0,0.0,
,Jefferson,1,0,0,1,100,1,100,0,0,0.0,
,Kearney,2,0,0,,0,0,,0,0,100.0,2
,Lancaster,112,39,35,14,13,53,47,0,0,52.7,59
,Lincoln,7,3,43,1,14,4,57,0,0,42.9,3
,Madison,1,0,0,,0,0,,0,0,100.0,1
,Morrill,2,0,0,,0,0,,0,0,100.0,2
,Nemaha,3,1,33,1,33,2,67,0,0,33.3,1
,Otoe,10,4,40,1,10,5,50,0,0,50.0,5
,Phelps,1,0,0,,0,0,,0,0,100.0,1
,Pierce,2,2,100,0,0,2,100,0,0,0.0,
,Platte,2,0,0,,0,0,,0,0,100.0,2
,Red Willow,2,1,50,0,0,1,50,0,0,50.0,1
,Saline,8,3,38,0,0,3,38,0,0,62.5,5
,Sarpy,66,27,41,7,11,34,52,0,0,48.5,32
,Saunders,5,1,20,1,20,2,40,0,0,60.0,3
,Scotts Bluff,2,0,0,,0,0,,0,0,100.0,2
,Seward,9,1,11,3,33,4,44,0,0,55.6,5
,Sheridan,1,1,100,0,0,1,100,0,0,0.0,
,Sioux,1,1,100,0,0,1,100,0,0,0.0,
,Thayer,4,4,100,0,0,4,100,0,0,0.0,
,Thurston,3,0,0,1,33,1,33,0,0,66.7,2
,Washington,10,5,50,0,0,5,50,0,0,50.0,5
,Webster,2,2,100,0,0,2,100,0,0,0.0,
,York,4,0,0,1,25,1,25,0,0,75.0,3
Nevada,,2367,514,22,1067,45,1581,67,0,0,33.2,786
,Carson City,18,2,11,6,33,8,44,0,0,55.6,10
,Churchill,9,1,11,2,22,3,33,0,0,66.7,6
,Clark,1919,425,22,886,46,1311,68,0,0,31.7,608
,Douglas,11,3,27,3,27,6,55,0,0,45.5,5
,Elko,36,9,25,12,33,21,58,0,0,41.7,15
,Eureka,1,0,0,,0,0,,0,0,100.0,1
,Humboldt,31,5,16,15,48,20,65,0,0,35.5,11
,Lander,11,3,27,4,36,7,64,0,0,36.4,4
,Lincoln,4,1,25,3,75,4,100,0,0,0.0,
,Lyon,39,6,15,18,46,24,62,0,0,38.5,15
,Nye,53,4,8,16,30,20,38,0,0,62.3,33
,Pershing,8,2,25,3,38,5,63,0,0,37.5,3
,Storey,4,0,0,3,75,3,75,0,0,25.0,1
,Washoe,221,53,24,96,43,149,67,0,0,32.6,72
,White Pine,2,0,0,,0,0,,0,0,100.0,2
New Hampshire,,29,11,38,5,17,16,55,,2,44.8,13
,Belknap,3,2,67,1,33,3,100,0,0,0.0,
,Cheshire,1,0,0,,0,0,,,1,100.0,1
,Coos,1,0,0,,0,0,,0,0,100.0,1
,Hillsborough,5,3,60,1,20,4,80,0,0,20.0,1
,Merrimack,6,2,33,1,17,3,50,0,0,50.0,3
,Rockingham,8,3,38,2,25,5,63,0,0,37.5,3
,Strafford,3,1,33,0,0,1,33,0,0,66.7,2
,Sullivan,2,0,0,,0,0,,,1,100.0,2
New Jersey,,12579,1024,8,7604,60,8628,69,,454,31.4,3951
,Atlantic,774,70,9,435,56,505,65,,9,34.8,269
,Bergen,831,84,10,586,71,670,81,,11,19.4,161
,Burlington,652,50,8,367,56,417,64,,17,36.0,235
,Camden,1205,53,4,662,55,715,59,,49,40.7,490
,Cape May,227,12,5,138,61,150,66,,9,33.9,77
,Cumberland,144,8,6,71,49,79,55,,5,45.1,65
,Essex,1363,105,8,874,64,979,72,,53,28.2,384
,Gloucester,375,18,5,195,52,213,57,,25,43.2,162
,Hudson,762,75,10,518,68,593,78,,6,22.2,169
,Hunterdon,153,12,8,80,52,92,60,,14,39.9,61
,Mercer,529,47,9,269,51,316,60,,20,40.3,213
,Middlesex,983,71,7,650,66,721,73,,44,26.7,262
,Monmouth,859,85,10,508,59,593,69,,30,31.0,266
,Morris,550,63,11,337,61,400,73,,11,27.3,150
,Ocean,773,73,9,453,59,526,68,,30,32.0,247
,Passaic,774,61,8,507,66,568,73,,38,26.6,206
,Salem,86,4,5,42,49,46,53,0,0,46.5,40
,Somerset,305,24,8,187,61,211,69,,18,30.8,94
,Sussex,279,21,8,133,48,154,55,,19,44.8,125
,Union,857,79,9,543,63,622,73,,43,27.4,235
,Warren,98,9,9,49,50,58,59,,3,40.8,40
New Mexico,,50,6,12,1,2,7,14,,16,86.0,43
,Bernalillo,11,3,27,0,0,3,27,,1,72.7,8
,Chaves,2,0,0,,0,0,,0,0,100.0,2
,Curry,3,1,33,0,0,1,33,0,0,66.7,2
,Dona Ana,4,0,0,,0,0,,,1,100.0,4
,Grant,2,0,0,,0,0,,0,0,100.0,2
,Lea,1,0,0,,0,0,,,1,100.0,1
,Luna,1,0,0,,0,0,,0,0,100.0,1
,Mckinley,1,0,0,,0,0,,0,0,100.0,1
,Otero,4,1,25,0,0,1,25,,1,75.0,3
,Rio Arriba,1,0,0,,0,0,,,1,100.0,1
,San Juan,5,1,20,0,0,1,20,,3,80.0,4
,San Miguel,2,0,0,,0,0,,,2,100.0,2
,Sandoval,3,0,0,,0,0,,0,0,100.0,3
,Santa Fe,2,0,0,,0,0,,,2,100.0,2
,Sierra,2,0,0,1,50,1,50,,1,50.0,1
,Taos,2,0,0,,0,0,,,2,100.0,2
,Torrance,2,0,0,,0,0,,,1,100.0,2
,Valencia,2,0,0,,0,0,,0,0,100.0,2
New York,,3649,1286,35,231,6,1517,42,,206,58.4,2132
,Albany,54,11,20,1,2,12,22,,7,77.8,42
,Allegany,12,2,17,0,0,2,17,,1,83.3,10
,Bronx,120,71,59,8,7,79,66,,8,34.2,41
,Broome,45,1,2,1,2,2,4,,10,95.6,43
,Cattaraugus,11,4,36,0,0,4,36,0,0,63.6,7
,Cayuga,10,2,20,1,10,3,30,0,0,70.0,7
,Chautauqua,15,1,7,3,20,4,27,,2,73.3,11
,Chemung,12,0,0,,0,0,,,3,100.0,12
,Chenango,6,0,0,1,17,1,17,0,0,83.3,5
,Clinton,14,0,0,3,21,3,21,0,0,78.6,11
,Columbia,9,1,11,0,0,1,11,0,0,88.9,8
,Cortland,17,1,6,3,18,4,24,0,0,76.5,13
,Delaware,16,3,19,2,13,5,31,0,0,68.8,11
,Dutchess,210,52,25,15,7,67,32,,3,68.1,143
,Erie,190,46,24,14,7,60,32,,13,68.4,130
,Essex,6,0,0,,0,0,,0,0,100.0,6
,Franklin,10,0,0,1,10,1,10,,1,90.0,9
,Fulton,14,2,14,0,0,2,14,,5,85.7,12
,Genesee,9,1,11,0,0,1,11,,1,88.9,8
,Greene,22,3,14,0,0,3,14,,1,86.4,19
,Herkimer,13,4,31,2,15,6,46,,3,53.8,7
,Jefferson,22,2,9,2,9,4,18,,2,81.8,18
,Kings,61,38,62,6,10,44,72,,1,27.9,17
,Lewis,1,0,0,,0,0,,0,0,100.0,1
,Livingston,8,1,13,0,0,1,13,0,0,87.5,7
,Madison,10,0,0,,0,0,,,2,100.0,10
,Monroe,134,19,14,8,6,27,20,,5,79.9,107
,Montgomery,10,1,10,1,10,2,20,,1,80.0,8
,Nassau,266,161,61,19,7,180,68,,13,32.3,86
,New York,10,4,40,0,0,4,40,,1,60.0,6
,Niagara,49,10,20,2,4,12,24,,4,75.5,37
,Oneida,32,3,9,1,3,4,13,,1,87.5,28
,Onondaga,109,20,18,8,7,28,26,,8,74.3,81
,Ontario,10,0,0,1,10,1,10,0,0,90.0,9
,Orange,307,94,31,13,4,107,35,,10,65.1,200
,Orleans,9,1,11,0,0,1,11,0,0,88.9,8
,Oswego,42,8,19,4,10,12,29,,3,71.4,30
,Otsego,9,0,0,1,11,1,11,,3,88.9,8
,Putnam,48,15,31,1,2,16,33,,2,66.7,32
,Queens,177,120,68,8,5,128,72,,7,27.7,49
,Rensselaer,42,7,17,1,2,8,19,,2,81.0,34
,Richmond,66,26,39,4,6,30,45,,2,54.5,36
,Rockland,115,63,55,4,3,67,58,,6,41.7,48
,Saint Lawrence,11,1,9,2,18,3,27,,1,72.7,8
,Saratoga,49,17,35,3,6,20,41,,1,59.2,29
,Schenectady,61,7,11,3,5,10,16,,5,83.6,51
,Schoharie,9,1,11,1,11,2,22,0,0,77.8,7
,Seneca,5,1,20,0,0,1,20,0,0,80.0,4
,Steuben,9,0,0,,0,0,,0,0,100.0,9
,Suffolk,677,317,47,51,8,368,54,,38,45.6,309
,Sullivan,85,21,25,1,1,22,26,,5,74.1,63
,Tioga,11,3,27,0,0,3,27,,1,72.7,8
,Tompkins,6,2,33,1,17,3,50,0,0,50.0,3
,Ulster,80,11,14,6,8,17,21,,7,78.8,63
,Warren,19,5,26,4,21,9,47,,1,52.6,10
,Washington,30,6,20,0,0,6,20,,1,80.0,24
,Wayne,23,3,13,3,13,6,26,,3,73.9,17
,Westchester,214,91,43,16,7,107,50,,12,50.0,107
,Wyoming,3,0,0,,0,0,,0,0,100.0,3
,Yates,5,2,40,1,20,3,60,0,0,40.0,2
North Carolina,,6541,2407,37,847,13,3254,50,190,,47.3,3097
,Alamance,91,31,34,17,19,48,53,2,,45.1,41
,Alexander,16,6,38,1,6,7,44,1,,50.0,8
,Alleghany,5,0,0,1,20,1,20,0,0,80.0,4
